vulnerability_id,app_id,tool,verdict
vuln_d14ve92m,app_007,sonarqube,
vuln_pnsm43d8,app_007,vusc,
vuln_w3zp08j3,app_007,llama_plain,
vuln_trp0j43d,app_007,llama_react,
vuln_5iqvnb4g,app_007,qwen_plain,
vuln_h2m5zja8,app_007,qwen_react,
vuln_dzr1yxr2,app_007,claude_plain,
vuln_dhylurtp,app_007,claude_react,
vuln_0lzjjege,app_008,spotbugs,
vuln_t1ghr09s,app_008,codeql,
vuln_kdgigatj,app_008,semgrep,
vuln_9tze5r5u,app_008,sonarqube,
vuln_qpgb7r3o,app_008,vusc,
vuln_cwbfuk9e,app_008,llama_plain,
vuln_1v2isqp4,app_008,llama_react,
vuln_9kwv08hh,app_008,qwen_plain,
vuln_xfgcaqvk,app_008,qwen_react,
vuln_izzqy72w,app_008,claude_plain,
vuln_x7ptx63c,app_008,claude_react,
vuln_fl0ukeyz,app_009,spotbugs,
vuln_7srcbplj,app_009,codeql,
vuln_d84u89yj,app_009,semgrep,
vuln_b1qx6gvw,app_009,sonarqube,
vuln_rdmly4ly,app_009,vusc,
vuln_k83tqll8,app_009,llama_plain,
vuln_os9xtogn,app_009,llama_react,
vuln_1w1ht7pz,app_009,qwen_plain,
vuln_e9vifttd,app_009,qwen_react,
vuln_96qe3rzs,app_009,claude_plain,
vuln_j49itn7s,app_009,claude_react,
vuln_55j2o7s3,app_010,spotbugs,
vuln_kkv9rftm,app_010,codeql,
vuln_ttqlgzui,app_010,semgrep,
vuln_1b0z3nx3,app_010,sonarqube,
vuln_9rbsv55p,app_010,vusc,
vuln_sq0oxfq8,app_010,llama_plain,
vuln_myx444nl,app_010,llama_react,
vuln_z15bcw79,app_010,qwen_plain,
vuln_0pdw5py6,app_010,qwen_react,
vuln_b2knftu2,app_010,claude_plain,
vuln_gc5wi6fq,app_010,claude_react,
vuln_jja26yfp,app_011,spotbugs,
vuln_mvxpj4hn,app_011,codeql,
vuln_riuu9k9x,app_011,semgrep,
vuln_juy0bvr6,app_011,sonarqube,
vuln_k2vmwwyz,app_011,vusc,
vuln_x4w6xlpu,app_011,llama_plain,
vuln_0dk0get8,app_011,llama_react,
vuln_t63j3r30,app_011,qwen_plain,
vuln_me8f8409,app_011,qwen_react,
vuln_82n2atqy,app_011,claude_plain,
vuln_yv37dia5,app_011,claude_react,
vuln_u6hc36ko,app_012,spotbugs,
vuln_f8krd5eq,app_012,codeql,
vuln_y08p0fod,app_012,semgrep,
vuln_ro8bnp84,app_012,sonarqube,
vuln_dyt9moge,app_012,vusc,
vuln_4qxxva2i,app_012,llama_plain,
vuln_euc1hh5l,app_012,llama_react,
vuln_f6a4fejg,app_012,qwen_plain,
vuln_xaa2ilgb,app_012,qwen_react,
vuln_0s0r2sds,app_012,claude_plain,
vuln_8b25sq8c,app_012,claude_react,
vuln_royr6ccv,app_013,spotbugs,
vuln_cjwtl9tq,app_013,codeql,
vuln_vdz4x1zh,app_013,semgrep,
vuln_qimqodpx,app_013,sonarqube,
vuln_nf7c3dd0,app_013,vusc,
vuln_3uvulemx,app_013,llama_plain,
vuln_15z8vmuh,app_013,llama_react,
vuln_xid4n1u3,app_013,qwen_plain,
vuln_493wxa73,app_013,qwen_react,
vuln_jgzlma5u,app_013,claude_plain,
vuln_ofwb0hpm,app_013,claude_react,
vuln_nz1udbfw,app_014,spotbugs,
vuln_yjxrpj1e,app_014,codeql,
vuln_pkyrybov,app_014,semgrep,
vuln_akhejla0,app_014,sonarqube,
vuln_gnzs43c5,app_014,vusc,
vuln_ba75uuzp,app_014,llama_plain,
vuln_eal2w37d,app_014,llama_react,
vuln_4ivsolml,app_014,qwen_plain,
vuln_gses6m03,app_014,qwen_react,
vuln_3ifhv1xg,app_014,claude_plain,
vuln_1r11q7uw,app_014,claude_react,
vuln_w5wfcpkj,app_015,spotbugs,
vuln_cslqc3c5,app_015,codeql,
vuln_4wsqt26q,app_015,semgrep,
vuln_3xlrfcd6,app_015,sonarqube,
vuln_mzsgipps,app_015,vusc,
vuln_fnkomv2x,app_015,llama_plain,
vuln_cdyk0x65,app_015,llama_react,
vuln_mufm8zov,app_015,qwen_plain,
vuln_7ln23y30,app_015,qwen_react,
vuln_ysxpnngh,app_015,claude_plain,
vuln_8riec4d1,app_015,claude_react,
vuln_45bm1enf,app_016,spotbugs,
vuln_313fpoyi,app_016,codeql,
vuln_pk0qtl3q,app_016,semgrep,
vuln_4n89qkns,app_016,sonarqube,
vuln_832ejx5t,app_016,vusc,
vuln_d44k1j6f,app_016,llama_plain,
vuln_p8hqmabs,app_016,llama_react,
vuln_i9nb74x2,app_016,qwen_plain,
vuln_ek3zezqa,app_016,qwen_react,
vuln_cj4t0sek,app_016,claude_plain,
vuln_kbp2qd6v,app_016,claude_react,
vuln_asifpwio,app_017,spotbugs,
vuln_xd9css9t,app_017,codeql,
vuln_oqw9ja2m,app_017,semgrep,
vuln_0w10lbt3,app_017,sonarqube,
vuln_g2qzw3c1,app_017,vusc,
vuln_qkbhb7s9,app_017,llama_plain,
vuln_tj1gm25l,app_017,llama_react,
vuln_en606n9r,app_017,qwen_plain,
vuln_r7s20cv3,app_017,qwen_react,
vuln_tlcxlvpy,app_017,claude_plain,
vuln_mb5m9j98,app_017,claude_react,
vuln_cwn2y8fv,app_018,spotbugs,
vuln_2bc2nnuv,app_018,codeql,
vuln_y8n1utox,app_018,semgrep,
vuln_ie0rnujj,app_018,sonarqube,
vuln_q9k6re4q,app_018,vusc,
vuln_6qdy4lmc,app_018,llama_plain,
vuln_t64z7w2s,app_018,llama_react,
vuln_ehe2atn2,app_018,qwen_plain,
vuln_twdl9zs1,app_018,qwen_react,
vuln_3c9xqym5,app_018,claude_plain,
vuln_2xg8p6be,app_018,claude_react,
vuln_fflzm764,app_019,spotbugs,
vuln_jwtektsg,app_019,codeql,
vuln_7fxzv4u3,app_019,semgrep,
vuln_bbxux1ox,app_019,sonarqube,
vuln_rwk8r2yk,app_019,vusc,
vuln_ccprhvlz,app_019,llama_plain,
vuln_049enulq,app_019,llama_react,
vuln_jidknwi5,app_019,qwen_plain,
vuln_flul1rsr,app_019,qwen_react,
vuln_la8s8hmb,app_019,claude_plain,
vuln_r5xqt4p5,app_019,claude_react,
vuln_01nouhtc,app_020,spotbugs,
vuln_s1k9ye9o,app_020,codeql,
vuln_2m71hssb,app_020,semgrep,
vuln_elrqvslw,app_020,sonarqube,
vuln_f90km3tz,app_020,vusc,
vuln_k3ny9v20,app_020,llama_plain,
vuln_yar821uz,app_020,llama_react,
vuln_vgww4fyb,app_020,qwen_plain,
vuln_8dalfyo1,app_020,qwen_react,
vuln_750cehlx,app_020,claude_plain,
vuln_slg6mm1z,app_020,claude_react,
vuln_xyvgiui9,app_021,spotbugs,
vuln_kkhzlm72,app_021,codeql,
vuln_jeyn9382,app_021,semgrep,
vuln_kkzmpjrh,app_021,sonarqube,
vuln_t7zewviy,app_021,vusc,
vuln_twbozd1a,app_021,llama_plain,
vuln_t7o75rh8,app_021,llama_react,
vuln_lx6dut07,app_021,qwen_plain,
vuln_6g5g79or,app_021,qwen_react,
vuln_7875aud9,app_021,claude_plain,
vuln_k9tr74qg,app_021,claude_react,
vuln_efqjg02u,app_022,spotbugs,
vuln_1g463sdy,app_022,codeql,
vuln_gfliji18,app_022,semgrep,
vuln_k0axycel,app_022,sonarqube,
vuln_os6zle6k,app_022,vusc,
vuln_whef0vot,app_022,llama_plain,
vuln_qtxhi15c,app_022,llama_react,
vuln_qzcuctsu,app_022,qwen_plain,
vuln_flsehuds,app_022,qwen_react,
vuln_3qsqcq30,app_022,claude_plain,
vuln_o30ubmc9,app_022,claude_react,
vuln_7c7bo119,app_023,spotbugs,
vuln_xp9n56ny,app_023,codeql,
vuln_xtxmgtt0,app_023,semgrep,
vuln_iaakytt3,app_023,sonarqube,
vuln_imj70e3p,app_023,vusc,
vuln_15ahdbvz,app_023,llama_plain,
vuln_b0oih5cs,app_023,llama_react,
vuln_k30lvylk,app_023,qwen_plain,
vuln_fxhkc856,app_023,qwen_react,
vuln_wpr97y2l,app_023,claude_plain,
vuln_ofn1r4kz,app_023,claude_react,
vuln_36u8ueih,app_024,spotbugs,
vuln_x74d0gjy,app_024,codeql,
vuln_v5g10ur5,app_024,semgrep,
vuln_l8a78e9r,app_024,sonarqube,
vuln_ivh6t1nt,app_024,vusc,
vuln_mjsrd9q4,app_024,llama_plain,
vuln_6nouhfj7,app_024,llama_react,
vuln_upfln4rx,app_024,qwen_plain,
vuln_yj38xrg2,app_024,qwen_react,
vuln_gzr7txcb,app_024,claude_plain,
vuln_48y1o4iz,app_024,claude_react,
vuln_asnwywrr,app_025,spotbugs,
vuln_atatj9a3,app_025,codeql,
vuln_y36ddfgs,app_025,semgrep,
vuln_3jonou9i,app_025,sonarqube,
vuln_y4x41dnt,app_025,vusc,
vuln_cagrp2u4,app_025,llama_plain,
vuln_dtbh55rb,app_025,llama_react,
vuln_c76ub7l8,app_025,qwen_plain,
vuln_v1zocfi4,app_025,qwen_react,
vuln_o6l1f90s,app_025,claude_plain,
vuln_9bp4m18o,app_025,claude_react,
vuln_1bj9rm7p,app_026,spotbugs,
vuln_yxdw2zcf,app_026,codeql,
vuln_zw0ldalm,app_026,semgrep,
vuln_jegqtoam,app_026,sonarqube,
vuln_dvlnknd6,app_026,vusc,
vuln_69ugnekr,app_026,llama_plain,
vuln_cpprcjiw,app_026,llama_react,
vuln_vhdk8lw2,app_026,qwen_plain,
vuln_lm349el8,app_026,qwen_react,
vuln_hl88kzru,app_026,claude_plain,
vuln_in3oeuvt,app_026,claude_react,
vuln_yt8qzpky,app_027,spotbugs,
vuln_32orwixz,app_027,codeql,
vuln_2c9ros7y,app_027,semgrep,
vuln_t2m6twd1,app_027,sonarqube,
vuln_xmxb9yo1,app_027,vusc,
vuln_8pajssuu,app_027,llama_plain,
vuln_qo1vsmad,app_027,llama_react,
vuln_o8e7flqh,app_027,qwen_plain,
vuln_rrpzlk3e,app_027,qwen_react,
vuln_4xyf9igf,app_027,claude_plain,
vuln_u8iogxpb,app_027,claude_react,
vuln_whvnzh13,app_028,spotbugs,
vuln_cd5glqj5,app_028,codeql,
vuln_sxvwvm4w,app_028,semgrep,
vuln_3zkwdeek,app_028,sonarqube,
vuln_gyspengw,app_028,vusc,
vuln_yx9trflq,app_028,llama_plain,
vuln_bmae38sr,app_028,llama_react,
vuln_yo4rcb1k,app_028,qwen_plain,
vuln_jtgq01te,app_028,qwen_react,
vuln_e13n3bzt,app_028,claude_plain,
vuln_9d31k9qm,app_028,claude_react,
vuln_3p91i3vm,app_029,spotbugs,
vuln_zwffhhcm,app_029,codeql,
vuln_ktlzkj49,app_029,semgrep,
vuln_yd82795e,app_029,sonarqube,
vuln_5iz31yru,app_029,vusc,
vuln_joqw5dsk,app_029,llama_plain,
vuln_7n8la100,app_029,llama_react,
vuln_qxmcthph,app_029,qwen_plain,
vuln_j3muurmy,app_029,qwen_react,
vuln_bd2qe4pa,app_029,claude_plain,
vuln_8hyexf7j,app_029,claude_react,
vuln_xjn6fokz,app_030,spotbugs,
vuln_ixzareiy,app_030,codeql,
vuln_az39pecn,app_030,semgrep,
vuln_0dl5e11e,app_030,sonarqube,
vuln_9ftaxp0w,app_030,vusc,
vuln_foy4dd1v,app_030,llama_plain,
vuln_n8lfjdtv,app_030,llama_react,
vuln_v2y4xkss,app_030,qwen_plain,
vuln_0kb68rer,app_030,qwen_react,
vuln_vt997e4u,app_030,claude_plain,
vuln_ny181acj,app_030,claude_react,
vuln_bc2swsoz,app_031,spotbugs,
vuln_ctwjlsh3,app_031,codeql,
vuln_tow4ycz0,app_031,semgrep,
vuln_4cdpqvl0,app_031,sonarqube,
vuln_0ezzf8s2,app_031,vusc,
vuln_zge2j51b,app_031,llama_plain,
vuln_3jczucqm,app_031,llama_react,
vuln_runjdu0i,app_031,qwen_plain,
vuln_sb5iqnf7,app_031,qwen_react,
vuln_4t60ploz,app_031,claude_plain,
vuln_jcns6g29,app_031,claude_react,
vuln_8cqk4lta,app_032,spotbugs,
vuln_hukwqvr1,app_032,codeql,
vuln_h61iaoim,app_032,semgrep,
vuln_458ax40d,app_032,sonarqube,
vuln_tirc9zd7,app_032,vusc,
vuln_6szn9dde,app_032,llama_plain,
vuln_3cup8ijl,app_032,llama_react,
vuln_2z0ljch2,app_032,qwen_plain,
vuln_vffqot8h,app_032,qwen_react,
vuln_ljefy3zb,app_032,claude_plain,
vuln_4ldimsyj,app_032,claude_react,
vuln_9boq0iq2,app_033,spotbugs,
vuln_fa39e3nw,app_033,codeql,
vuln_xuj3ac6p,app_033,semgrep,
vuln_e63lbqgu,app_033,sonarqube,
vuln_3obyghgk,app_033,vusc,
vuln_5bwikotc,app_033,llama_plain,
vuln_keh5sw22,app_033,llama_react,
vuln_92mtr6sn,app_033,qwen_plain,
vuln_glh62c9t,app_033,qwen_react,
vuln_199dxj37,app_033,claude_plain,
vuln_c9h42m44,app_033,claude_react,
vuln_gv3z6bz8,app_034,spotbugs,
vuln_uug95rlr,app_034,codeql,
vuln_dihsa7he,app_034,semgrep,
vuln_z74lav71,app_034,sonarqube,
vuln_448n7odk,app_034,vusc,
vuln_ef828xg8,app_034,llama_plain,
vuln_y72ivgly,app_034,llama_react,
vuln_e088o98b,app_034,qwen_plain,
vuln_v78hu7f0,app_034,qwen_react,
vuln_i9g5dzx5,app_034,claude_plain,
vuln_qjicjdan,app_034,claude_react,
vuln_085rntdr,app_035,spotbugs,
vuln_5xyfc4kl,app_035,codeql,
vuln_8cgn0t6d,app_035,semgrep,
vuln_vwrb7f6f,app_035,sonarqube,
vuln_dhgzz0jk,app_035,vusc,
vuln_ibu4fmpk,app_035,llama_plain,
vuln_xvhagkc4,app_035,llama_react,
vuln_lorxdtg5,app_035,qwen_plain,
vuln_nqjqijc1,app_035,qwen_react,
vuln_ydmt8vt4,app_035,claude_plain,
vuln_3pt5r5rc,app_035,claude_react,
vuln_6zs62ywe,app_036,spotbugs,
vuln_1g983ep9,app_036,codeql,
vuln_p9w4j66c,app_036,semgrep,
vuln_noljq52w,app_036,sonarqube,
vuln_spofv177,app_036,vusc,
vuln_udktmonr,app_036,llama_plain,
vuln_vbjfvyb6,app_036,llama_react,
vuln_li076a3k,app_036,qwen_plain,
vuln_krzd5e9p,app_036,qwen_react,
vuln_3jpxgh30,app_036,claude_plain,
vuln_153sflse,app_036,claude_react,
vuln_45bg34iq,app_037,spotbugs,
vuln_7zj3sweb,app_037,codeql,
vuln_nvg5vmf6,app_037,semgrep,
vuln_0yknfu84,app_037,sonarqube,
vuln_xyjoa21a,app_037,vusc,
vuln_6xvaj2k8,app_037,llama_plain,
vuln_xpnmjqy3,app_037,llama_react,
vuln_odsx4nxv,app_037,qwen_plain,
vuln_kdc9x5jz,app_037,qwen_react,
vuln_6kf1622v,app_037,claude_plain,
vuln_xyzx9jpn,app_037,claude_react,
vuln_bzug0it2,app_038,spotbugs,
vuln_6ys445gd,app_038,codeql,
vuln_ej31gymd,app_038,semgrep,
vuln_m0l2ljk4,app_038,sonarqube,
vuln_q5v7c6s5,app_038,vusc,
vuln_nkb4ehou,app_038,llama_plain,
vuln_6qlz2rwg,app_038,llama_react,
vuln_waj1g1r1,app_038,qwen_plain,
vuln_dwwo8nbh,app_038,qwen_react,
vuln_nal3gywi,app_038,claude_plain,
vuln_ymenvg3k,app_038,claude_react,
vuln_k0vm59m6,app_039,spotbugs,
vuln_mg87oi0e,app_039,codeql,
vuln_0vgnxb5j,app_039,semgrep,
vuln_tb9xxayp,app_039,sonarqube,
vuln_ntrfzwkx,app_039,vusc,
vuln_xjve3dze,app_039,llama_plain,
vuln_edhhjshz,app_039,llama_react,
vuln_kbrh7lay,app_039,qwen_plain,
vuln_64yfds0d,app_039,qwen_react,
vuln_ji9kqdgb,app_039,claude_plain,
vuln_k2l0d1b4,app_039,claude_react,
vuln_xgmpw5d3,app_040,spotbugs,
vuln_go8jn42x,app_040,codeql,
vuln_2ezc7fov,app_040,semgrep,
vuln_2ygnmby4,app_040,sonarqube,
vuln_9e7eobjl,app_040,vusc,
vuln_zy1uu9ym,app_040,llama_plain,
vuln_szdximyn,app_040,llama_react,
vuln_4u9bxf44,app_040,qwen_plain,
vuln_5cri8bix,app_040,qwen_react,
vuln_oiq2q4qe,app_040,claude_plain,
vuln_rxdouadv,app_040,claude_react,
vuln_wkshy8nb,app_041,spotbugs,
vuln_iquwrxze,app_041,codeql,
vuln_1hm38ksz,app_041,semgrep,
vuln_bffzzdvg,app_041,sonarqube,
vuln_7oq2zdo7,app_041,vusc,
vuln_4v1qx8er,app_041,llama_plain,
vuln_tb74rs7g,app_041,llama_react,
vuln_u0env5sn,app_041,qwen_plain,
vuln_961j88qe,app_041,qwen_react,
vuln_oz0kz4z7,app_041,claude_plain,
vuln_whwkmy9x,app_041,claude_react,
vuln_8sylemru,app_042,spotbugs,
vuln_yp04k43s,app_042,codeql,
vuln_afyh1fkj,app_042,semgrep,
vuln_4yk1b3d5,app_042,sonarqube,
vuln_050ui22k,app_042,vusc,
vuln_x7n89lta,app_042,llama_plain,
vuln_jw2536zx,app_042,llama_react,
vuln_1tv18kgy,app_042,qwen_plain,
vuln_ggsnpuev,app_042,qwen_react,
vuln_jlzfflb7,app_042,claude_plain,
vuln_wxrum2lh,app_042,claude_react,
vuln_gcsotdhh,app_043,spotbugs,
vuln_lmh1t939,app_043,codeql,
vuln_ayq6ww8y,app_043,semgrep,
vuln_l68ntk63,app_043,sonarqube,
vuln_n2qb6gs8,app_043,vusc,
vuln_g8tacy15,app_043,llama_plain,
vuln_pdtz91x7,app_043,llama_react,
vuln_0fqldb2u,app_043,qwen_plain,
vuln_uijnwpay,app_043,qwen_react,
vuln_txw1vzc7,app_043,claude_plain,
vuln_d2kd1pox,app_043,claude_react,
vuln_rteo2t8f,app_044,spotbugs,
vuln_y620n8tt,app_044,codeql,
vuln_eavt8k06,app_044,semgrep,
vuln_moxsfh4g,app_044,sonarqube,
vuln_g24479qt,app_044,vusc,
vuln_kcd0rlex,app_044,llama_plain,
vuln_dw6lqwlv,app_044,llama_react,
vuln_unlpaih0,app_044,qwen_plain,
vuln_p4e05qmk,app_044,qwen_react,
vuln_tgv44ftj,app_044,claude_plain,
vuln_5ccasbuo,app_044,claude_react,
vuln_v6tt9q1n,app_045,spotbugs,
vuln_i10kqsos,app_045,codeql,
vuln_x43wfsqg,app_045,semgrep,
vuln_8x80rmhr,app_045,sonarqube,
vuln_cnbh6nqq,app_045,vusc,
vuln_b9lzs34j,app_045,llama_plain,
vuln_tgxnx4sn,app_045,llama_react,
vuln_6sm5rrvs,app_045,qwen_plain,
vuln_ffcxhgnz,app_045,qwen_react,
vuln_ei3zrrhf,app_045,claude_plain,
vuln_4abufwbu,app_045,claude_react,
vuln_cjg8vuaz,app_046,spotbugs,
vuln_xkdq95g3,app_046,codeql,
vuln_v23gxj0m,app_046,semgrep,
vuln_qvindh4s,app_046,sonarqube,
vuln_pfdrwb2s,app_046,vusc,
vuln_erev361x,app_046,llama_plain,
vuln_snbti22n,app_046,llama_react,
vuln_v01zderi,app_046,qwen_plain,
vuln_4k5ogz2u,app_046,qwen_react,
vuln_eaxylnfx,app_046,claude_plain,
vuln_j4pnjy1o,app_046,claude_react,
vuln_2rntjlmz,app_047,spotbugs,
vuln_04x0qzfh,app_047,codeql,
vuln_omtzzf8a,app_047,semgrep,
vuln_df7pchcb,app_047,sonarqube,
vuln_n9wszv83,app_047,vusc,
vuln_xphx2kbv,app_047,llama_plain,
vuln_sigbiaf9,app_047,llama_react,
vuln_2movs0cd,app_047,qwen_plain,
vuln_k36m8jvh,app_047,qwen_react,
vuln_7ujodck8,app_047,claude_plain,
vuln_2853uy8u,app_047,claude_react,
vuln_118qqvae,app_048,spotbugs,
vuln_cw9yil8s,app_048,codeql,
vuln_a3idy3c7,app_048,semgrep,
vuln_rm6j8y6r,app_048,sonarqube,
vuln_h05hhiwf,app_048,vusc,
vuln_d7yxw1tb,app_048,llama_plain,
vuln_rwr965r9,app_048,llama_react,
vuln_6khub2rt,app_048,qwen_plain,
vuln_soyg9zqy,app_048,qwen_react,
vuln_ahulwjti,app_048,claude_plain,
vuln_qwnrhzn4,app_048,claude_react,
vuln_kgeuidji,app_049,spotbugs,
vuln_pnf8f3gr,app_049,codeql,
vuln_94sz2kuu,app_049,semgrep,
vuln_oyc3rwqm,app_049,sonarqube,
vuln_mu7jae58,app_049,vusc,
vuln_huxg2myr,app_049,llama_plain,
vuln_06nkwfg3,app_049,llama_react,
vuln_mwu4cfil,app_049,qwen_plain,
vuln_kjxjq5nv,app_049,qwen_react,
vuln_8oga0x7z,app_049,claude_plain,
vuln_cgdc5tao,app_049,claude_react,
vuln_1cjfx5li,app_050,spotbugs,
vuln_kwe4bx4l,app_050,codeql,
vuln_r9tjq8zg,app_050,semgrep,
vuln_vwwusxlm,app_050,sonarqube,
vuln_t2pnjka3,app_050,vusc,
vuln_4mqa78ra,app_050,llama_plain,
vuln_pkianouo,app_050,llama_react,
vuln_f0onjpi1,app_050,qwen_plain,
vuln_63yk03o4,app_050,qwen_react,
vuln_gkwwjwga,app_050,claude_plain,
vuln_btgdjz0i,app_050,claude_react,
vuln_frml29q2,app_051,spotbugs,
vuln_l48c1cqg,app_051,codeql,
vuln_433e1i1p,app_051,semgrep,
vuln_0bq1s9ry,app_051,sonarqube,
vuln_llwb7sjw,app_051,vusc,
vuln_h55hewlg,app_051,llama_plain,
vuln_je2ab2rv,app_051,llama_react,
vuln_ndfdw79w,app_051,qwen_plain,
vuln_cxz2ei92,app_051,qwen_react,
vuln_12pgyme6,app_051,claude_plain,
vuln_rpkzggm0,app_051,claude_react,
vuln_j36tcfkj,app_052,spotbugs,
vuln_nawnga41,app_052,codeql,
vuln_izxtnsrt,app_052,semgrep,
vuln_wlxdsc4e,app_052,sonarqube,
vuln_5hrdu4xs,app_052,vusc,
vuln_zjnvc7hr,app_052,llama_plain,
vuln_6c2cu7on,app_052,llama_react,
vuln_z3jbck88,app_052,qwen_plain,
vuln_d0tgsiwg,app_052,qwen_react,
vuln_0odwmqx5,app_052,claude_plain,
vuln_ggomf9pm,app_052,claude_react,
vuln_l9ln1p0v,app_053,spotbugs,
vuln_uh17j8qo,app_053,codeql,
vuln_09vs9kkh,app_053,semgrep,
vuln_4a3yjtu7,app_053,sonarqube,
vuln_fbmenui3,app_053,vusc,
vuln_do7002g3,app_053,llama_plain,
vuln_yu6vk0uc,app_053,llama_react,
vuln_c1m3o55i,app_053,qwen_plain,
vuln_xva1nkbt,app_053,qwen_react,
vuln_fshb0oqv,app_053,claude_plain,
vuln_shkoecub,app_053,claude_react,
vuln_ods1eeur,app_054,spotbugs,
vuln_xhw0ic1l,app_054,codeql,
vuln_7dypmlva,app_054,semgrep,
vuln_k9w9pfb3,app_054,sonarqube,
vuln_hn14eb87,app_054,vusc,
vuln_53ayeqah,app_054,llama_plain,
vuln_thsjr0fz,app_054,llama_react,
vuln_auxbgk2w,app_054,qwen_plain,
vuln_bxanj4x5,app_054,qwen_react,
vuln_a5xin9dl,app_054,claude_plain,
vuln_5tgsq7ai,app_054,claude_react,
vuln_tmofmmwi,app_055,spotbugs,
vuln_9s3w563b,app_055,codeql,
vuln_tkf6xdn8,app_055,semgrep,
vuln_wwiif86l,app_055,sonarqube,
vuln_thet25lz,app_055,vusc,
vuln_se99f77l,app_055,llama_plain,
vuln_u8el5015,app_055,llama_react,
vuln_oop767j2,app_055,qwen_plain,
vuln_dg1wjuii,app_055,qwen_react,
vuln_ymyrsvzn,app_055,claude_plain,
vuln_4regb1aj,app_055,claude_react,
vuln_o091c795,app_056,spotbugs,
vuln_rlqiob0n,app_056,codeql,
vuln_lw0vs52s,app_056,semgrep,
vuln_q3b9so0u,app_056,sonarqube,
vuln_swbkok3q,app_056,vusc,
vuln_pwbsf3q0,app_056,llama_plain,
vuln_e27zeoqg,app_056,llama_react,
vuln_vzhqjy62,app_056,qwen_plain,
vuln_zeeqnsn2,app_056,qwen_react,
vuln_s8nn16ux,app_056,claude_plain,
vuln_f5gzpl1q,app_056,claude_react,
vuln_weehwjq4,app_057,spotbugs,
vuln_ta5ivroc,app_057,codeql,
vuln_vitwu3bf,app_057,semgrep,
vuln_xb4y4k7b,app_057,sonarqube,
vuln_pgyvyv2g,app_057,vusc,
vuln_qu7dknnc,app_057,llama_plain,
vuln_ptkezjss,app_057,llama_react,
vuln_zwd0w9ry,app_057,qwen_plain,
vuln_79kvls9m,app_057,qwen_react,
vuln_euswrgvz,app_057,claude_plain,
vuln_9aawe429,app_057,claude_react,
vuln_omuwahk2,app_058,spotbugs,
vuln_lslaym0w,app_058,codeql,
